AGI	gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	description
AT3G46230	HSP17.4	9010.1	4.0495	0.17863	22.67	8.833299999999998e-114	1.3568999999999996e-110	full_name=heat shock protein 17.4. heat shock protein 17.4. member of the class I small heat-shock protein (sHSP) family, which accounts for the majority of sHSPs in maturing seeds
AT3G10020		1953.5	2.9995	0.13551	22.135	1.4696999999999998e-108	2.0693999999999998e-105	plant/protein.
AT1G20620	CAT3	4034.8	2.6655	0.12353	21.578	2.9011999999999996e-103	3.7708999999999995e-100	full_name=catalase 3. catalase 3. Catalase, catalyzes the breakdown of hydrogen peroxide (H2O2) into water and oxygen.
AT5G22460		1407.6	4.1775	0.19789	21.11	6.385099999999999e-99	7.706399999999999e-96	alpha/beta-Hydrolases superfamily protein.
AT5G15960	KIN1	963.52	-3.1258	0.14863	-21.031	3.4329999999999997e-98	3.8670999999999994e-95	stress-responsive protein (KIN1) / stress-induced protein (KIN1). cold and ABA inducible protein kin1, possibly functions as an anti-freeze protein. Transcript level of this gene is induced by cold, ABA, dehydration and osmoticum (mannitol). However, protein activity of GUS fused to the promoter of this gene is inhibited by cold treatment, suggesting an inhibition of the protein by increased transcript level.
AT3G53040		13950	3.721	0.178	20.904	4.932299999999998e-97	5.208899999999998e-94	late embryogenesis abundant protein, putative / LEA protein.
AT2G34740		407.52	6.0551	0.29975	20.2	9.760599999999998e-91	9.701499999999998e-88	protein phosphatase 2C family protein.
AT2G47770	TSPO	2678.9	2.9162	0.14454	20.176	1.5820999999999997e-90	1.4850999999999995e-87	full_name=TSPO(outer membrane tryptophan-rich sensory protein)-related. TSPO(outer membrane tryptophan-rich sensory protein)-like protein. Encodes a membrane-bound protein designated AtTSPO (Arabidopsis thaliana TSPO-related). AtTSPO is related to the bacterial outer membrane tryptophan-rich sensory protein (TspO) and the mammalian mitochondrial 18 kDa Translocator Protein (18 kDa TSPO), members of the TspO/MBR domain-containing membrane proteins. Mainly detected in dry seeds, but can be induced in vegetative tissues by osmotic or salt stress or abscisic acid treatment. Located in endoplasmic reticulum and the Golgi stacks.  It is degraded through the autophagy pathway.
AT2G03520	UPS4	2614.3	2.837	0.14088	20.138	3.4221999999999992e-90	3.0433999999999994e-87	full_name=ureide permease 4. ureide permease 4. Encodes AtUPS4, a member of the Arabidopsis ureide permease family.
AT3G10040	HRA1	463.23	-3.5831	0.17797	-20.134	3.7273999999999993e-90	3.149099999999999e-87	sequence-specific DNA binding transcription factor. Encodes HRA1 (HYPOXIA RESPONSE ATTENUATOR1), a low oxygen-inducible transcription factor.
AT1G64110	DAA1	1103.5	3.3982	0.16883	20.128	4.174199999999999e-90	3.358599999999999e-87	full_name=DUO1-activated ATPase 1. P-loop containing nucleoside triphosphate hydrolases superfamily protein. Target promoter of the male germline-specific transcription factor DUO1.
AT5G66430		676.08	3.9011	0.19633	19.87	7.344399999999999e-88	5.640899999999998e-85	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein.
AT4G12400	Hop3	444.69	3.6036	0.18516	19.462	2.2991999999999995e-84	1.6890999999999997e-81	full_name=Hop3. stress-inducible protein. Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.
AT1G30070		511.79	2.6856	0.13842	19.402	7.468399999999999e-84	5.257999999999999e-81	SGS domain-containing protein.
AT3G58450	USP	9944.3	2.0705	0.10766	19.232	2.0152999999999997e-82	1.3621e-79	Adenine nucleotide alpha hydrolases-like superfamily protein.
AT1G74670	GASA6	355.94	-3.5093	0.18279	-19.199	3.7912999999999993e-82	2.4638999999999996e-79	full_name=GA-stimulated Arabidopsis 6. Gibberellin-regulated family protein.
AT2G32120	HSP70T-2	1454.7	3.0012	0.15687	19.131	1.3822999999999998e-81	8.650399999999999e-79	full_name=heat-shock protein 70T-2. heat-shock protein 70T-2.
AT2G42560	LEA25	21654	2.9924	0.15829	18.904	1.0551999999999999e-79	6.367599999999999e-77	late embryogenesis abundant domain-containing protein / LEA domain-containing protein.
AT2G43580		389.93	4.0982	0.21743	18.848	3.0267999999999994e-79	1.7636e-76	Chitinase family protein.
AT5G55135		297.31	4.706	0.24992	18.83	4.3067999999999993e-79	2.4256999999999998e-76	hypothetical protein.
AT4G36600		1892.5	3.5572	0.18962	18.76	1.6102999999999997e-78	8.777099999999999e-76	Late embryogenesis abundant (LEA) protein.
AT2G24270	ALDH11A3	351.21	-3.6494	0.19548	-18.669	8.841999999999999e-78	4.668899999999999e-75	full_name=aldehyde dehydrogenase 11A3. aldehyde dehydrogenase 11A3. Encodes a protein with non-phosphorylating NADP-dependent glyceraldehyde-3-phosphate dehydrogenase activity. The activity of the enzyme was determined from leaf extracts; the enzyme has not been purified to confirm activity.
AT5G54070	HSFA9	863.16	3.9897	0.21382	18.659	1.0611e-77	5.4334e-75	full_name=heat shock transcription factor  A9. heat shock transcription factor A9. A member of Heat Stress Transcription Factor (Hsf) family. Not responding to heat stress. Is regulated by the seed-specific transcription factor ABI3. In turn, it regulates other heat stress proteins including Hsp17.4-CI, Hsp17.7-CII and Hsp101 during seed maturation.
AT1G52560	HSP26.5	263.55	4.7872	0.2566	18.656	1.1214e-77	5.572899999999999e-75	HSP20-like chaperones superfamily protein.
AT4G27530		2043.2	3.0581	0.16406	18.64	1.5174999999999999e-77	7.325899999999999e-75	hypothetical protein.
AT4G25980		260.87	-4.1716	0.22384	-18.637	1.6137999999999999e-77	7.574399999999999e-75	peroxidase superfamily protein.
AT4G09610	GASA2	5014.7	1.9816	0.10651	18.604	2.9742999999999995e-77	1.3582999999999998e-74	full_name=GAST1 protein homolog 2. GAST1 protein homolog 2.
AT5G06760	LEA4-5	13681	2.4865	0.13398	18.56	6.824999999999999e-77	2.9724999999999993e-74	full_name=Late Embryogenesis Abundant 4-5. Late Embryogenesis Abundant 4-5. Encodes LEA4-5, a member of the Late Embryogenesis Abundant (LEA) proteins which typically accumulate in response to low water availability conditions imposed during development or by the environment. Most of the diverse set of LEA proteins can be grouped according to properties such as high hydrophilicity and high content of glycine or other small amino acids in what  has been termed hydrophilins.  LEA4-5 protects enzyme activities from the adverse effects induced by freeze-thaw cycles in vitro.
AT2G35300	LEA18	2571.7	3.4044	0.18343	18.559	6.860899999999999e-77	2.9724999999999993e-74	full_name=late embryogenesis abundant 18. Late embryogenesis abundant protein, group 1 protein. Encodes LEA4-2/LEA18, a member of the Late Embryogenesis Abundant (LEA) proteins which typically accumulate in response to low water availability conditions imposed during development or by the environment.
AT2G20560	DNAJ	993.65	3.2838	0.17752	18.498	2.1304999999999996e-76	8.999899999999997e-74	DNAJ heat shock family protein.
AT5G14570	NRT2.7	322.36	4.7793	0.26235	18.217	3.787999999999999e-74	1.5610999999999997e-71	full_name=high affinity nitrate transporter 2.7. high affinity nitrate transporter 2.7. Encodes ATNRT2.7, a nitrate transporter that controls nitrate content in seeds.  Expression is detected in reproductive organs and peaks in seeds.  Localized to the vacuolar membrane.
AT3G48580	XTH11	831.18	2.7309	0.15008	18.196	5.516199999999999e-74	2.2191999999999998e-71	full_name=xyloglucan endotransglucosylase/hydrolase 11. xyloglucan endotransglucosylase/hydrolase 11.
AT1G74710	EDS16	603.58	4.2777	0.23513	18.193	5.868299999999999e-74	2.3059999999999996e-71	full_name=ENHANCED DISEASE SUSCEPTIBILITY TO ERYSIPHE ORONTII 16. ADC synthase superfamily protein. Encodes a protein with isochorismate synthase activity. Mutants fail to accumulate salicylic acid.  Its function may be redundant with that of ICS2 (AT1G18870).
AT4G02520	GSTF2	409.62	5.8854	0.32388	18.172	8.650999999999998e-74	3.3221999999999996e-71	full_name=glutathione S-transferase PHI 2. glutathione S-transferase PHI 2. Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).  The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.
AT2G43590		254.42	6.2754	0.35164	17.846	3.1000999999999997e-71	1.1640999999999998e-68	Chitinase family protein.
AT1G79690	NUDT3	3165.9	-2.3939	0.13503	-17.728	2.5359999999999996e-70	9.3154e-68	full_name=nudix hydrolase homolog 3. nudix hydrolase homolog 3.
AT5G25180	CYP71B14	754.08	3.6981	0.20877	17.713	3.3016999999999995e-70	1.1869999999999999e-67	full_name=cytochrome P450, family 71, subfamily B, polypeptide 14. cytochrome P450, family 71, subfamily B, polypeptide 14. putative cytochrome P450
AT4G25170		830.44	3.1165	0.17656	17.651	9.999999999999998e-70	3.520299999999999e-67	Uncharacterized conserved protein (UCP012943).
AT2G29500	HSP17.6B	269.78	3.387	0.19224	17.619	1.7632999999999997e-69	6.080399999999999e-67	HSP20-like chaperones superfamily protein.
AT1G29050	TBL38	274.46	-3.9701	0.22664	-17.517	1.0620999999999998e-68	3.5893999999999993e-66	full_name=TRICHOME BIREFRINGENCE-LIKE 38. TRICHOME BIREFRINGENCE-LIKE 38. Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).
AT5G05220		361.77	3.9245	0.2242	17.505	1.3182999999999999e-68	4.367799999999999e-66	hypothetical protein.
AT1G78070		1649.3	2.0925	0.12001	17.435	4.4495e-68	1.4458e-65	Transducin/WD40 repeat-like superfamily protein.
AT1G55850	CSLE1	316.35	3.1261	0.1798	17.386	1.0502999999999998e-67	3.3483e-65	full_name=cellulose synthase like E1. cellulose synthase like E1. encodes a protein similar to cellulose synthase
AT5G05320		449.04	2.5421	0.14673	17.325	3.0540999999999996e-67	9.556499999999999e-65	FAD/NAD(P)-binding oxidoreductase family protein.
AT5G20960	AO1	3469.7	2.0506	0.11909	17.219	1.9248999999999995e-66	5.913699999999999e-64	full_name=aldehyde oxidase 1. aldehyde oxidase 1. Encodes aldehyde oxidase AA01.
AT2G47180	GolS1	988.74	2.1224	0.12358	17.175	4.072999999999999e-66	1.229e-63	full_name=galactinol synthase 1. galactinol synthase 1. GolS1 is a galactinol synthase that catalyzes the formation of galactinol from UDP-galactose and myo-inositol. GolS1 transcript levels rise in response to methyl viologen, an oxidative damage-inducing agent. Plants over-expressing GolS1 have increased tolerance to salt, chilling, and high-light stress.
AT5G42290		515.61	2.4274	0.14165	17.137	7.852099999999998e-66	2.3276999999999997e-63	transcription activator-like protein.
AT1G48750		266.65	3.4788	0.20325	17.116	1.1296999999999999e-65	3.2912999999999996e-63	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein.
AT5G64750	ABR1	351.88	3.5584	0.20821	17.091	1.7392999999999998e-65	4.981099999999999e-63	full_name=ABA REPRESSOR1. Integrase-type DNA-binding superfamily protein. Encodes a putative transcription factor containing an AP2 domain. Is a member of the ERF (ethylene response factor) subfamily B-4 of ERF/AP2 transcription factor family.  Expressed in response to ABA, osmotic stress, sugar stress and drought. Mutants are hypersensitive to these stresses. May be involved in regulation of ABA mediated stress response.
AT3G50980	XERO1	2726.9	1.8317	0.10736	17.061	2.8746e-65	8.095199999999999e-63	full_name=dehydrin xero 1. dehydrin xero 1.
AT1G67090	RBCS1A	347.33	-3.4821	0.20427	-17.047	3.6963e-65	1.0238999999999998e-62	full_name=ribulose bisphosphate carboxylase small chain 1A. ribulose bisphosphate carboxylase small chain 1A. Encodes a member of the Rubisco small subunit (RBCS) multigene family: RBCS1A (At1g67090), RBCS1B (At5g38430), RBCS2B (At5g38420), and RBCS3B (At5g38410). Functions to yield sufficient Rubisco content for leaf photosynthetic capacity.
AT2G34700		351.24	-2.7803	0.16362	-16.992	9.3346e-65	2.5439999999999996e-62	Pollen Ole e 1 allergen and extensin family protein.
AT1G62210		620.17	-3.1415	0.18514	-16.968	1.4256999999999997e-64	3.8237999999999994e-62	hypothetical protein.
AT1G74960	FAB1	663.97	-2.4903	0.14778	-16.852	1.0138999999999999e-63	2.6768999999999993e-61	full_name=fatty acid biosynthesis 1. fatty acid biosynthesis 1. Encodes a plastidic beta-ketoacyl-ACP synthase II, involved in fatty acid elongation from 16:0-ACP to 18:0-ACP. Homozygous knock-out mutants are embryo lethal, indicating early embryo development is sensitive to elevated 16:0.
AT3G48990	AAE3	2906.3	2.2106	0.13124	16.844	1.1597999999999999e-63	3.0148999999999993e-61	full_name=ACYL-ACTIVATING ENZYME 3. AMP-dependent synthetase and ligase family protein. Encodes an oxalyl-CoA synthetase and is required for oxalate degradation, for normal seed development, and for defense against an oxalate-producing fungal pathogen.
AT1G72100		8274.2	1.7784	0.10588	16.797	2.5750999999999995e-63	6.592599999999998e-61	late embryogenesis abundant domain-containing protein / LEA domain-containing protein.
AT1G16850		3098	2.0886	0.12441	16.788	2.9759999999999995e-63	7.505299999999999e-61	transmembrane protein.
AT5G07200	GA20OX3	800.13	-3.9945	0.23804	-16.781	3.3506999999999995e-63	8.326099999999997e-61	full_name=gibberellin 20-oxidase 3. gibberellin 20-oxidase 3. encodes a gibberellin 20-oxidase.
AT1G62060	TBA2	3197.2	-2.7782	0.16576	-16.761	4.744299999999999e-63	1.1617999999999998e-60	transmembrane protein.
AT5G54000		189.16	4.4948	0.2688	16.722	9.073499999999999e-63	2.1901999999999996e-60	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein.
AT4G25580		2116.9	2.7725	0.16645	16.657	2.7140999999999997e-62	6.459199999999999e-60	CAP160 protein.
AT1G75830	LCR67	7256.4	6.3729	0.38414	16.59	8.227499999999998e-62	1.9308e-59	full_name=low-molecular-weight cysteine-rich 67. low-molecular-weight cysteine-rich 67. Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2.
AT5G56100		260.06	3.6141	0.21973	16.448	8.712899999999998e-61	2.0167e-58	glycine-rich protein / oleosin.
AT1G30120	PDH-E1 BETA	291.21	-2.8324	0.17273	-16.398	1.9837999999999998e-60	4.5297e-58	full_name=pyruvate dehydrogenase E1 beta. pyruvate dehydrogenase E1 beta. Encodes a putative plastid pyruvate dehydrogenase E1 beta subunit that is distinct from the mitochondrial pyruvate dehydrogenase E1 beta subunit.
AT5G53895		1153.3	3.4935	0.21311	16.393	2.1598999999999996e-60	4.8659999999999996e-58	hypothetical protein.
AT1G53540	HSP17.6C	184.07	5.5571	0.34219	16.24	2.6447999999999997e-59	5.8802e-57	HSP20-like chaperones superfamily protein.
AT1G08170		640.5	3.3907	0.20958	16.179	7.128699999999999e-59	1.5643e-56	Histone superfamily protein.
AT2G46240	BAG6	355.5	2.9165	0.1805	16.158	9.989399999999999e-59	2.164e-56	full_name=BCL-2-associated athanogene 6. BCL-2-associated athanogene 6. A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Expression of BAG6 in leaves was strongly induced by heat stress. Knockout mutants exhibited enhanced susceptibility to fungal pathogen Botrytis cinerea. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development.
AT1G62000	TBA1	36623	-2.9077	0.18005	-16.15	1.1429e-58	2.4446e-56	transmembrane protein.
AT3G61040	CYP76C7	589.2	3.3729	0.20907	16.133	1.5019e-58	3.1722000000000002e-56	full_name=cytochrome P450, family 76, subfamily C, polypeptide 7. cytochrome P450, family 76, subfamily C, polypeptide 7. encodes a protein with cytochrome P450 domain
AT4G36700		8174.8	-1.5079	0.093515	-16.125	1.7033e-58	3.5532e-56	RmlC-like cupins superfamily protein.
AT4G10270	WIP4	392.78	-2.553	0.15858	-16.099	2.6041999999999998e-58	5.3662e-56	Wound-responsive family protein.
AT1G65880	BZO1	258.62	-4.3913	0.2737	-16.044	6.2863e-58	1.2797999999999999e-55	full_name=benzoyloxyglucosinolate 1. benzoyloxyglucosinolate 1. Encodes a benzoate-CoA ligase. Involved in the biosynthesis of benzoyloxyglucosinolate in Arabidopsis seeds.
AT3G50970	LTI30	2956.6	2.2469	0.14011	16.038	6.9886e-58	1.4057999999999999e-55	full_name=LOW TEMPERATURE-INDUCED 30. dehydrin family protein. Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments.  LTI29 and LTI30 double overexpressors confer freeze tolerance. Located in membranes. mRNA upregulated by water deprivation and abscisic acid.
AT5G39520	CSAP	537.54	2.6476	0.16511	16.036	7.194e-58	1.4301e-55	hypothetical protein (DUF1997).
AT5G07360		1618.1	2.5319	0.15825	16	1.2841e-57	2.5229e-55	Amidase family protein.
AT5G52300	LTI65	6098.9	1.8615	0.11645	15.985	1.6157e-57	3.1381e-55	full_name=LOW-TEMPERATURE-INDUCED 65. CAP160 protein. encodes a protein that is induced in expression in response to water deprivation such as cold, high-salt, and dessication. The response appears to be via abscisic acid. The promoter region contains two ABA-responsive elements (ABREs) that are required for the dehydration-responsive expression of rd29B as cis-acting elements. Protein is a member of a gene family with other members found plants, animals and fungi.
AT4G11310	CP1	19745	1.6404	0.10415	15.75	6.864700000000001e-56	1.3180999999999997e-53	Papain family cysteine protease. cysteine proteinase precursor-like protein
AT5G07500	PEI1	1010.7	-2.2489	0.14314	-15.711	1.2687999999999998e-55	2.4087999999999996e-53	Zinc finger C-x8-C-x5-C-x3-H type family protein. Encodes an embryo-specific zinc finger transcription factor required for heart-stage embryo formation.
AT5G35360	CAC2	669.52	-2.3394	0.14902	-15.699	1.5434999999999998e-55	2.8978999999999995e-53	full_name=acetyl Co-enzyme a carboxylase biotin carboxylase subunit. acetyl Co-enzyme a carboxylase biotin carboxylase subunit. Encodes biotin carboxylase subunit (CAC2).
AT5G39720	AIG2L	4826.7	2.4138	0.15382	15.693	1.6882999999999998e-55	3.1348999999999994e-53	full_name=avirulence induced gene 2 like protein. avirulence induced protein 2 like protein.
AT1G17010		1198.8	2.9146	0.18582	15.685	1.9136999999999997e-55	3.5147999999999993e-53	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein.
AT1G22710	SUC2	1212.4	-1.6749	0.10696	-15.66	2.8538999999999996e-55	5.185299999999999e-53	full_name=sucrose-proton symporter 2. sucrose-proton symporter 2. Encodes for a high-affinity  transporter essential for phloem loading and long-distance transport. A major sucrose transporter, AtSUC2 can also transport a wide range of physiological and synthetic glucose conjugates with both &#945;- or &#946;-linkage.
AT3G12955	SAUR74	189.76	3.2413	0.20935	15.483	4.5373e-54	8.1561e-52	SAUR-like auxin-responsive protein family.
AT1G54050	HSP17.4B	519.35	3.4752	0.22626	15.359	3.0646999999999994e-53	5.451e-51	HSP20-like chaperones superfamily protein.
AT1G27030		253.65	3.1393	0.20468	15.337	4.2955999999999995e-53	7.5607e-51	hypothetical protein.
AT2G26330	ER	227.87	-3.0101	0.19703	-15.277	1.0882e-52	1.8955999999999997e-50	full_name=ERECTA. Leucine-rich receptor-like protein kinase family protein. Homologous to receptor protein kinases. Involved in specification of organs originating from the shoot apical meristem. Contains a cytoplasmic protein kinase catalytic domain, a transmembrane region, and an extracellular leucine-rich repeat.  ER has been identified as a quantitative trait locus for transpiration efficiency by influencing epidermal and mesophyll development, stomatal density and porosity of leaves. It has been implicated in resistance to the bacterium Ralstonia solanacearum and to the necrotrophic fungus Plectosphaerella cucumerina.  Together with ERL1 and ERL2, ER governs the initial decision of protodermal cells to either divide proliferatively to produce pavement cells or divide asymmetrically to generate stomatal complexes.
AT4G19170	NCED4	891.48	1.966	0.12916	15.222	2.5374e-52	4.3749e-50	full_name=nine-cis-epoxycarotenoid dioxygenase 4. nine-cis-epoxycarotenoid dioxygenase 4. chloroplast-targeted member of a family of  enzymes similar to nine-cis-epoxycarotenoid dioxygenase
AT1G16730	UP6	1223.3	2.1586	0.14213	15.187	4.307e-52	7.3511e-50	full_name=unknown protein 6. hypothetical protein.
AT1G02700		3394.2	1.7578	0.1158	15.18	4.7989e-52	8.108599999999999e-50	GATA transcription factor-like protein.
AT1G27990		3525.6	1.5888	0.10578	15.02	5.4227e-51	9.0721e-49	transmembrane protein.
AT5G52640	HSP90.1	2277.4	2.5828	0.17209	15.009	6.4578e-51	1.0698e-48	full_name=heat shock protein 90.1. heat shock-like protein. Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance.
AT2G39210	PIC30	334.65	2.9516	0.19745	14.948	1.5992e-50	2.6235e-48	Major facilitator superfamily protein.
AT1G55360		230.56	-4.0203	0.26929	-14.929	2.1357999999999999e-50	3.4701e-48	tRNA-splicing ligase (DUF239).
AT4G36620	GATA19	281.18	3.5056	0.2377	14.748	3.1837e-49	5.1234e-47	full_name=GATA transcription factor 19. GATA transcription factor 19. Encodes a member of the GATA factor family of zinc finger transcription factors.
AT1G77450	NAC032	1011.5	2.0003	0.13586	14.724	4.5398e-49	7.2368e-47	full_name=NAC domain containing protein 32. NAC domain containing protein 32.
AT1G03790	SOM	5149.8	1.7813	0.12114	14.704	6.0923e-49	9.6208e-47	full_name=SOMNUS. Zinc finger C-x8-C-x5-C-x3-H type family protein. Encodes SOMNUS (SOM), a nucleus-localized CCCH-type zinc finger protein.  SOM negatively regulates light-dependent seed germination downstream of PIL5 (AT2G20180).
AT1G01720	ATAF1	3669.3	1.613	0.10987	14.681	8.537600000000001e-49	1.3356999999999999e-46	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein. Belongs to a large family of putative transcriptional activators with NAC domain. Transcript level increases in response to wounding and abscisic acid. ATAF1 attentuates ABA signaling and sythesis. Mutants are hyposensitive to ABA.
AT3G20210	DELTA-VPE	375.16	-2.2816	0.15545	-14.677	8.9856e-49	1.3929e-46	full_name=delta vacuolar processing enzyme. delta vacuolar processing enzyme. Encodes a vacuolar processing enzyme with caspase-1-like activity that is specifically expressed in inner integument of developing seeds.  Mutants display abnormal seed coat development.  It is speculated to be involved in cell death of limited cell layers, the purpose of which is to form a seed coat.
AT2G36780		220.33	4.576	0.31185	14.674	9.4696e-49	1.4546e-46	UDP-Glycosyltransferase superfamily protein.
AT1G12130	FMOGS-OX6	199.36	3.1147	0.21248	14.659	1.1772e-48	1.792e-46	Flavin-binding monooxygenase family protein.
AT3G52370	FLA15	421.55	-2.104	0.14463	-14.547	6.0585e-48	9.1402e-46	full_name=FASCICLIN-like arabinogalactan protein 15 precursor. FASCICLIN-like arabinogalactan protein 15 precursor.
AT5G18130		795.96	2.2843	0.1571	14.54	6.728e-48	1.0059999999999999e-45	transmembrane protein.
AT1G54870		56045	1.3992	0.096898	14.44	2.897e-47	4.294e-45	NAD(P)-binding Rossmann-fold superfamily protein. ChlADR is an aldehyde reductase that catalyzes the reduction of the aldehyde carbonyl groups on saturated and alpha,beta-unsaturated aldehydes with more than 5 carbons in vitro. The N-terminal region of this protein directs GFP to the chloroplast where where ChlADR likely helps to maintain the photosynthetic process by detoxifying reactive carbonyls formed during lipid peroxidation. In addition, this enzyme can also reduce cis-3-hexenal, a major plant volatile compound that contributes to green leaf odor, as well as methylglyoxal in vitro.
AT5G15530	BCCP2	184.83	-3.3757	0.23409	-14.42	3.856e-47	5.665599999999999e-45	full_name=biotin carboxyl carrier protein 2. biotin carboxyl carrier protein 2. biotin carboxyl carrier protein isoform 2 (BCCP2) mRNA,
AT5G03860	MLS	5465.8	1.806	0.12531	14.412	4.3449e-47	6.328899999999999e-45	full_name=malate synthase. malate synthase. Encodes a protein with malate synthase activity.
AT2G30140	UGT87A2	256.77	2.5146	0.1746	14.403	4.9774e-47	7.1882e-45	full_name=UDP-glucosyl transferase 87A2. UDP-Glycosyltransferase superfamily protein. Encodes a putative glycosyltransferase. Regulates flowering time via FLOWERING LOCUS C.
AT3G56880		1372.4	1.5003	0.10451	14.356	9.8325e-47	1.408e-44	VQ motif-containing protein.
