AGI	gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	description
AT3G57490		152.81	-0.76147	0.19513	-3.9023	9.5299e-5	0.026603	Ribosomal protein S5 family protein.
AT4G09000	GRF1	987.76	-0.54539	0.14008	-3.8933	9.8871e-5	0.026603	full_name=general regulatory factor 1. general regulatory factor 1. Encodes a 14-3-3 gene, designated GRF1 chi (for general regulatory factor1-G-box factor 14-3-3 homolog isoform chi). The major native forms of 14-3-3s are homo- and hetero-dimers, the biological functions of which are to interact physically with specific client proteins and thereby effect a change in the client. As a result, 14-3-3s are involved in a vast array of processes such as the response to stress, cell-cycle control, and apoptosis, serving as adapters, activators, and repressors. There are currently 133 full-length sequences available.
AT1G15500	ATNTT2	1613.9	-0.34976	0.089903	-3.8904	1.0009e-4	0.026603	TLC ATP/ADP transporter.
AT2G37190		585.63	-0.60468	0.1555	-3.8886	1.008e-4	0.026603	Ribosomal protein L11 family protein.
AT5G20950	BGLC1	304.84	-0.8511	0.22085	-3.8538	1.1632e-4	0.028398	Glycosyl hydrolase family protein.
AT1G16030	Hsp70b	12313	0.24766	0.064283	3.8526	1.1685e-4	0.028398	full_name=heat shock protein 70B. heat shock protein 70B.
AT5G25460	DGR2	324.27	-0.80297	0.20861	-3.8491	1.1853e-4	0.028398	full_name=DUF642  L-GalL responsive gene 2. transmembrane protein, putative (Protein of unknown function, DUF642).
AT1G11840	GLX1	2958.5	0.28645	0.0749	3.8244	1.3109e-4	0.028398	full_name=glyoxalase I homolog. glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein. Encodes a glyoxalase I homolog ATGLX1.
AT5G07090		1364.8	-0.62604	0.16407	-3.8158	1.3573e-4	0.028398	Ribosomal protein S4 (RPS4A) family protein.
AT3G51800	ATG2	1028.6	-0.38161	0.10006	-3.8136	1.3694e-4	0.028398	metallopeptidase M24 family protein. putative nuclear DNA-binding protein G2p (AtG2) mRNA,
AT3G47800		336.61	-0.57527	0.15088	-3.8128	1.3741e-4	0.028398	Galactose mutarotase-like superfamily protein.
AT4G11010	NDPK3	213.12	-0.71712	0.18816	-3.8113	1.3823e-4	0.028398	full_name=nucleoside diphosphate kinase 3. nucleoside diphosphate kinase 3. nucleoside diphosphate kinase 3 (ndpk3), located to the inter-membrane space in mitochondria
AT4G39260	CCR1	1684.1	0.40285	0.10576	3.8093	1.3938e-4	0.028398	full_name=cold, circadian rhythm, and RNA binding 1. cold, circadian rhythm, and RNA binding 1. Encodes a glycine-rich protein with RNA binding domain at the N-terminus. Protein is structurally similar to proteins induced by stress in other plants. Gene expression is induced by cold. Transcript undergoes circadian oscillations that is depressed by overexpression of AtGRP7.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).
AT1G64065		329.3	0.57353	0.15083	3.8024	1.4331e-4	0.028398	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family.
AT4G16720		1699.9	-0.45815	0.1205	-3.8021	1.4348e-4	0.028398	Ribosomal protein L23/L15e family protein.
AT3G08030	ATHA2-1	691.63	-0.71021	0.18785	-3.7807	1.5641e-4	0.029814	DNA-directed RNA polymerase subunit beta (Protein of unknown function, DUF642). The mRNA of this gene is expressed in viable seeds.  Its detection in a dry seed lot has potential for use as a molecular marker for germination performance as absence of expression correlates with decreased germination.
AT1G68560	XYL1	132.54	-1.0736	0.28411	-3.779	1.5748e-4	0.029814	full_name=alpha-xylosidase 1. alpha-xylosidase 1. Encodes a bifunctional alpha-l-arabinofuranosidase/beta-d-xylosidase that belongs to family 3 of glycoside hydrolases.
AT5G62700	TUB3	349.73	-0.71709	0.19062	-3.762	1.6857e-4	0.031236	full_name=tubulin beta chain 3. tubulin beta chain 3. encodes tubulin beta-2/beta-3 chain
AT5G58420		974.27	-0.53002	0.14127	-3.7518	1.7555e-4	0.031276	Ribosomal protein S4 (RPS4A) family protein.
AT3G10020		13389	0.24336	0.064904	3.7496	1.7711e-4	0.031276	plant/protein.
AT5G02870	RPL4	1457.3	-0.43484	0.11608	-3.7462	1.7956e-4	0.031276	Ribosomal protein L4/L1 family.
AT1G69540	AGL94	348.44	0.52957	0.14277	3.7093	2.0787e-4	0.035496	full_name=AGAMOUS-like 94. AGAMOUS-like 94. Encodes a member of the MIKC (MADS box, Keratin binding domain, and C terminal domain containing )family of transcriptional regulators.
AT1G80040		2308.8	-0.31893	0.086123	-3.7032	2.1286e-4	0.035649	ubiquitin system component Cue.
AT2G27530	PGY1	2949.2	-0.41332	0.11248	-3.6744	2.3837e-4	0.039169	full_name=PIGGYBACK1. Ribosomal protein L1p/L10e family. Encodes ribosomal protein L10aP. Identified in a screen for enhancers of as1. as1/pgy double mutants show defects in leaf vascular patterning and adaxial cell fate. Double mutant analysis indicates pgy genes function in the same pathway as REV, KAN1 and KAN2.
AT5G39520	CSAP	577.41	0.55929	0.15293	3.6571	2.5504e-4	0.041133	hypothetical protein (DUF1997).
AT1G70600		1281.6	-0.49096	0.1346	-3.6474	2.6493e-4	0.041951	Ribosomal protein L18e/L15 superfamily protein.
AT1G67090	RBCS1A	264.08	-0.58737	0.16146	-3.6379	2.7483e-4	0.042229	full_name=ribulose bisphosphate carboxylase small chain 1A. ribulose bisphosphate carboxylase small chain 1A. Encodes a member of the Rubisco small subunit (RBCS) multigene family: RBCS1A (At1g67090), RBCS1B (At5g38430), RBCS2B (At5g38420), and RBCS3B (At5g38410). Functions to yield sufficient Rubisco content for leaf photosynthetic capacity.
AT2G32210	ATHCYSTM6	175	0.7346	0.20243	3.6288	2.847e-4	0.042229	cysteine-rich/transmembrane domain A-like protein.
AT4G31700	RPS6	1034	-0.48099	0.13259	-3.6276	2.8608e-4	0.042229	full_name=ribosomal protein S6. ribosomal protein S6. Encodes a putative ribosomal protein S6 (rps6a). RPS6A and RPS6B are fully redundant and essential during gametogenesis.
AT3G12120	FAD2	374.7	-0.64919	0.17896	-3.6276	2.8608e-4	0.042229	full_name=fatty acid desaturase 2. fatty acid desaturase 2. Major enzyme responsible for the synthesis of 18:2 fatty acids in the endoplasmic reticulum. Contains His-rich motifs, which contribute to the interaction with the electron donor cytochrome b5.  Mutations in this gene suppress the low temperature-induced phenotype of Arabidopsis tocopherol-deficient mutant vte2.
AT2G37270	RPS5B	632.31	-0.48003	0.13305	-3.6079	3.0872e-4	0.044811	full_name=ribosomal protein 5B. ribosomal protein 5B. One of two genes encoding the ribosomal protein S5. Expressed at a lower level compared to ATRPS5A.
AT5G60220	TET4	1674	0.33259	0.092634	3.5904	3.3017e-4	0.047138	full_name=tetraspanin4. tetraspanin4. Member of TETRASPANIN family
AT5G60670	RPL12C	153.27	-0.82886	0.23132	-3.5832	3.3944e-4	0.04768	Ribosomal protein L11 family protein.
AT3G13960	GRF5	308.39	-0.6632	0.18604	-3.5648	3.6417e-4	0.050342	full_name=growth-regulating factor 5. growth-regulating factor 5. Growth regulating factor encoding transcription activator. One of the nine members of a GRF gene family, containing nuclear targeting domain. Involved in leaf development and expressed in root, shoot and flower.
AT5G56710		1373.4	-0.37817	0.10665	-3.5458	3.9141e-4	0.053262	Ribosomal protein L31e family protein.
AT1G32710		522.7	0.62333	0.17677	3.5262	4.2153e-4	0.055584	Cytochrome c oxidase, subunit Vib family protein.
AT5G53895		3330.4	0.45034	0.12812	3.5151	4.3964e-4	0.055584	hypothetical protein.
AT2G17360		1675.7	-0.32794	0.093301	-3.5149	4.3991e-4	0.055584	Ribosomal protein S4 (RPS4A) family protein.
AT5G55135		1781	0.4235	0.12066	3.5097	4.4855e-4	0.055584	hypothetical protein.
AT3G09390	MT2A	3647	4.1228	1.1765	3.5043	4.5786e-4	0.055584	full_name=metallothionein 2A. metallothionein 2A. metallothionein, binds to and detoxifies excess copper and other metals, limiting oxidative damage
AT1G59359		943.42	-0.38051	0.1087	-3.5007	4.6406e-4	0.055584	Ribosomal protein S5 family protein.
AT1G58983		943.42	-0.38051	0.1087	-3.5007	4.6406e-4	0.055584	Ribosomal protein S5 family protein.
AT1G58684		943.42	-0.38051	0.1087	-3.5007	4.6406e-4	0.055584	Ribosomal protein S5 family protein.
AT3G53020	STV1	2052	-0.39114	0.11177	-3.4996	4.6591e-4	0.055584	full_name=SHORT VALVE1. Ribosomal protein L24e family protein. RPL24B encodes ribosomal protein L24, homolog of cytosolic RPL24, found in archaea and higher eukaryotes. Arabidopsis has two RPL24 homologs, RPL24A (AT2G36620) and RPL24B. Mutants showed defects in apical-basal gynoecium patterning similar to previously described ett and mp mutants. Transformation of stv1-1 mutant with a uORF-eliminated ETT construct partially suppressed the stv1 gynoecium phenotype, implying that STV1 could influence ETT  translation through its uORFs.  Regulated by TCP20.
AT1G26800	MPSR1	1090.5	0.33858	0.097035	3.4893	4.8433e-4	0.057	RING/U-box superfamily protein.
AT2G25625	CV	859.34	0.51454	0.14786	3.48	5.0147e-4	0.057667	histone deacetylase-like protein.
AT5G02500	HSC70-1	7929.1	-0.38958	0.11198	-3.479	5.0324e-4	0.057667	full_name=heat shock cognate protein 70-1. heat shock cognate protein 70-1. encodes a member of heat shock protein 70 family.
AT4G12400	Hop3	1890.1	0.25752	0.074481	3.4575	5.4515e-4	0.061658	full_name=Hop3. stress-inducible protein. Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010, Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones.
AT4G17390		748.56	-0.49715	0.14428	-3.4456	5.6977e-4	0.063617	Ribosomal protein L23/L15e family protein.
AT5G60390	EF1ALPHA	9652.9	-0.37524	0.1094	-3.4302	6.0324e-4	0.066502	GTP binding Elongation factor Tu family protein.
AT1G06670	NIH	546.66	-0.39889	0.11759	-3.3921	6.9348e-4	0.075494	full_name=nuclear DEIH-boxhelicase. nuclear DEIH-boxhelicase. nuclear DEIH-box helicase (NIH) encoding a putative RNA and/or DNA helicase homologous to a group of nucleic acid helicases from the DEAD/H family with nuclear DEIH-box helicase (NIH) distinct N- and C-terminal regions that differ from animal DEIH proteins
AT3G08580	AAC1	2026.7	-0.42236	0.12492	-3.3812	7.2183e-4	0.07761	full_name=ADP/ATP carrier 1. ADP/ATP carrier 1. mitochondrial ADP/ATP carrier
AT5G27850	RPL18C	2007.1	-0.39101	0.1159	-3.3736	7.4193e-4	0.078799	Ribosomal protein L18e/L15 superfamily protein.
AT1G08170		4383.3	0.37431	0.11141	3.3597	7.8031e-4	0.081876	Histone superfamily protein.
AT4G36620	GATA19	684.21	0.40548	0.1211	3.3482	8.1329e-4	0.083036	full_name=GATA transcription factor 19. GATA transcription factor 19. Encodes a member of the GATA factor family of zinc finger transcription factors.
AT5G10360	EMB3010	1606.3	-0.37085	0.11082	-3.3463	8.1885e-4	0.083036	full_name=embryo defective 3010. Ribosomal protein S6e. RPS6A and RPS6B are fully redundant and essential during gametogenesis.
AT1G15930		920.73	-0.57866	0.17309	-3.3432	8.2815e-4	0.083036	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein.
AT2G42750	DJC77	1664.5	0.34902	0.10451	3.3398	8.3846e-4	0.083036	DNAJ heat shock N-terminal domain-containing protein.
AT2G44120		1257.4	-0.39577	0.11851	-3.3396	8.3903e-4	0.083036	Ribosomal protein L30/L7 family protein.
AT3G09500		885.55	-0.46817	0.14065	-3.3287	8.7264e-4	0.085392	Ribosomal L29 family protein.
AT1G18080	ATARCA	2259.9	-0.4583	0.13788	-3.324	8.8737e-4	0.085868	Transducin/WD40 repeat-like superfamily protein. Encodes the Arabidopsis thaliana homolog of the tobacco WD-40 repeat ArcA gene.  It is a scaffold protein that acts downstream of and is phosphorylated by WNK8 in the glucose responsiveness and flowering pathways . Knockout mutants show insensitivity to gibberellin in GA-induced seed germination.
AT5G13370	GH3.15	1095.5	-0.30953	0.093322	-3.3168	9.1069e-4	0.086876	Auxin-responsive GH3 family protein.
AT4G27150	SESA2	987.53	-0.34941	0.10542	-3.3146	9.1774e-4	0.086876	full_name=seed storage albumin 2. seed storage albumin 2.
AT4G36530		1024	0.35997	0.10878	3.309	9.3632e-4	0.087682	alpha/beta-Hydrolases superfamily protein.
AT1G04270	RPS15	1966.5	-0.4094	0.12405	-3.3003	9.6595e-4	0.088199	full_name=cytosolic ribosomal protein S15. cytosolic ribosomal protein S15. Encodes cytosolic ribosomal protein S15.
AT2G01250	RPL7B	1280.7	-0.37377	0.11329	-3.2994	9.6895e-4	0.088199	Ribosomal protein L30/L7 family protein.
AT1G04410	c-NAD-MDH1	1448.2	-0.44734	0.13563	-3.2983	9.7272e-4	0.088199	full_name=cytosolic-NAD-dependent malate dehydrogenase 1. Lactate/malate dehydrogenase family protein. predicted to encode a cytosolic malate dehydrogenase.
AT3G46970	PHS2	175.3	-0.58264	0.17687	-3.2941	9.8735e-4	0.088199	full_name=alpha-glucan phosphorylase 2. alpha-glucan phosphorylase 2. Encodes a cytosolic alpha-glucan phosphorylase. In vitro, the enzyme has a preference for branched polysaccharides, such as glycogen.
AT3G24830		1210.3	-0.44824	0.13625	-3.2897	0.0010029	0.088199	Ribosomal protein L13 family protein.
AT5G62690	TUB2	678.97	-0.48148	0.14659	-3.2846	0.0010214	0.088199	full_name=tubulin beta chain 2. tubulin beta chain 2. encodes tubulin beta-2/beta-3 chain
AT4G09800	RPS18C	947.03	-0.31555	0.09608	-3.2843	0.0010224	0.088199	full_name=S18 ribosomal protein. S18 ribosomal protein. encodes a ribosomal protein S18C, a constituent of the small subunit of the ribosomal complex
AT3G25890	CRF11	358.12	-0.51828	0.15781	-3.2842	0.0010229	0.088199	full_name=cytokinin response factor 11. Integrase-type DNA-binding superfamily protein. encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.
AT1G70840	MLP31	14189	0.3038	0.092834	3.2725	0.0010659	0.090137	full_name=MLP-like protein 31. MLP-like protein 31.
AT1G77120	ADH1	6422.4	0.24986	0.076351	3.2725	0.001066	0.090137	full_name=alcohol dehydrogenase 1. alcohol dehydrogenase 1. Catalyzes the reduction of acetaldehyde using NADH as reductant. Requires zinc for activity. Dimer. Anaerobic response polypeptide (ANP). Fermentation. The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.
AT3G23830	GRP4	390.42	-0.42348	0.12955	-3.2687	0.0010803	0.090243	full_name=glycine-rich RNA-binding protein 4. glycine-rich RNA-binding protein 4. encodes a glycine-rich RNA binding protein. Gene expression is induced by cold and reduced by ionic (salt) and non-ionic (mannitol) osmotic stress. Lines overexpressing the gene are slightly more tolerant to osmotic stress during germination.
AT2G18540		6302.1	0.38996	0.11937	3.2667	0.001088	0.090243	RmlC-like cupins superfamily protein.
AT3G18080	BGLU44	268.28	-0.46576	0.14283	-3.2608	0.0011109	0.09127	full_name=B-S glucosidase 44. B-S glucosidase 44.
AT1G11530	CXXS1	385.94	0.43441	0.13371	3.2488	0.0011589	0.094326	full_name=C-terminal cysteine residue is changed to a serine 1. C-terminal cysteine residue is changed to a serine 1. Encodes a monocysteinic thioredoxin, thioredoxin in which the second cysteine of the redox site is replaced by a serine, with low disulfide reductase but efficient disulfide isomerase activity.
AT2G27710		666.85	-0.44238	0.13696	-3.23	0.0012379	0.099819	60S acidic ribosomal protein family.
AT5G66110	HIPP27	894.71	0.31225	0.096793	3.226	0.0012555	0.099969	full_name=heavy metal associated isoprenylated plant protein 27. Heavy metal transport/detoxification superfamily protein.
AT4G21580		1463.4	0.2968	0.09205	3.2243	0.0012627	0.099969	oxidoreductase, zinc-binding dehydrogenase family protein.
AT1G09640		2012.7	-0.30831	0.095769	-3.2193	0.0012851	0.10066	Translation elongation factor EF1B, gamma chain.
AT2G37970	SOUL-1	4926.1	0.36594	0.11375	3.2172	0.0012945	0.10066	SOUL heme-binding family protein.
AT2G45290	TKL2	5847.8	0.22454	0.06996	3.2096	0.0013292	0.10244	Transketolase.
AT5G57260	CYP71B10	2528.1	0.26387	0.082477	3.1994	0.0013772	0.1034	full_name=cytochrome P450, family 71, subfamily B, polypeptide 10. cytochrome P450, family 71, subfamily B, polypeptide 10. putative cytochrome P450
AT5G05220		2391.6	0.38768	0.12119	3.1988	0.0013799	0.1034	hypothetical protein.
AT1G14320	SAC52	3268.1	-0.29686	0.092883	-3.1961	0.0013932	0.1034	full_name=SUPPRESSOR OF ACAULIS 52. Ribosomal protein L16p/L10e family protein. Encodes a ribosomal protein L10 and may be involved in translation regulation. Semi-dominant mutations in SAC552 can suppress defects in acaulis5, which encodes a thermospermine synthase, by enhancing translation of acl5 and itself.
AT3G63040		312.52	0.53535	0.16758	3.1947	0.0013998	0.1034	hypothetical protein.
AT5G57550	XTH25	36889	0.40399	0.12647	3.1944	0.001401	0.1034	full_name=xyloglucan endotransglucosylase/hydrolase 25. xyloglucan endotransglucosylase/hydrolase 25. xyloglucan endotransglycosylase-related protein (XTR3)
AT5G03210	DIP2	248.91	0.58626	0.1844	3.1792	0.0014766	0.10806	full_name=DBP-interacting protein 2. E3 ubiquitin-protein ligase. Encodes a small polypeptide contributing to resistance to potyvirus.
AT5G41070	DRB5	272.33	-0.53668	0.16906	-3.1746	0.0015006	0.1089	full_name=dsRNA-binding protein 5. dsRNA-binding protein 5. Encodes a double-stranded RNA binding protein.
AT3G04840		1208.5	-0.42748	0.13492	-3.1683	0.0015334	0.11008	Ribosomal protein S3Ae.
AT5G59850		669.63	-0.35981	0.11372	-3.1641	0.0015554	0.11008	Ribosomal protein S8 family protein.
AT2G38340	DREB19	393.83	0.5353	0.16926	3.1625	0.0015642	0.11008	full_name=dehydration response element-binding protein 19. Integrase-type DNA-binding superfamily protein. encodes a member of the DREB subfamily A-2 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are eight members in this subfamily including DREB2A AND DREB2B that are involved in response to drought.
AT1G74710	EDS16	666.53	0.43596	0.1379	3.1614	0.0015701	0.11008	full_name=ENHANCED DISEASE SUSCEPTIBILITY TO ERYSIPHE ORONTII 16. ADC synthase superfamily protein. Encodes a protein with isochorismate synthase activity. Mutants fail to accumulate salicylic acid.  Its function may be redundant with that of ICS2 (AT1G18870).
AT1G72370	P40	3920.1	-0.39304	0.1244	-3.1596	0.00158	0.11008	full_name=40s ribosomal protein SA. 40s ribosomal protein SA. acidic protein associated to 40S ribosomal subunit of ribosomes. Involved in polysome formation during active protein synthesis. Expressed in actively growing tissue.
AT5G45870	PYL12	324.91	0.50266	0.15969	3.1477	0.0016455	0.11326	full_name=PYR1-like 12. PYR1-like 12. Encodes a member of the PYR (pyrabactin resistance  )/PYL(PYR1-like)/RCAR (regulatory components of ABA receptor) family proteins with 14 members.  PYR/PYL/RCAR family proteins function as abscisic acid sensors. Mediate ABA-dependent regulation of protein phosphatase 2Cs ABI1 and ABI2.
AT3G03320		597.17	0.37285	0.11849	3.1466	0.0016516	0.11326	RNA-binding ASCH domain protein.
AT1G52870		785.14	0.35886	0.11445	3.1354	0.0017164	0.11678	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein.
AT3G53890	EVR1	255.54	-0.60205	0.19228	-3.1311	0.0017418	0.11759	Ribosomal protein S21e.
AT4G28550		251.36	0.44991	0.14382	3.1283	0.0017581	0.11778	Ypt/Rab-GAP domain of gyp1p superfamily protein.
AT5G54070	HSFA9	4661.7	0.33593	0.10749	3.1252	0.0017767	0.1178	full_name=heat shock transcription factor  A9. heat shock transcription factor A9. A member of Heat Stress Transcription Factor (Hsf) family. Not responding to heat stress. Is regulated by the seed-specific transcription factor ABI3. In turn, it regulates other heat stress proteins including Hsp17.4-CI, Hsp17.7-CII and Hsp101 during seed maturation.
AT2G38870		2380.6	0.32417	0.10382	3.1224	0.001794	0.1178	Serine protease inhibitor, potato inhibitor I-type family protein. Predicted to encode a PR (pathogenesis-related) peptide that belongs to the PR-6 proteinase inhibitor family.  Six putative PR-6-type protein encoding genes are found in Arabidopsis: At2g38900, At2g38870, At5g43570, At5g43580, At3g50020 and At3g46860.
AT2G18020	EMB2296	2042.6	-0.34694	0.11116	-3.1211	0.0018018	0.1178	full_name=embryo defective 2296. Ribosomal protein L2 family.
AT3G14330	CREF3	1576.1	0.38217	0.12252	3.1193	0.0018125	0.1178	Tetratricopeptide repeat (TPR)-like superfamily protein.
AT2G25970		1220.3	-0.26816	0.086154	-3.1126	0.0018545	0.11964	KH domain-containing protein.
AT4G10250	ATHSP22.0	177.57	0.56549	0.18184	3.1098	0.0018724	0.1199	HSP20-like chaperones superfamily protein. Columbia endomembrane-localized small heat shock protein
AT4G38740	ROC1	6596	0.26625	0.085691	3.1071	0.0018895	0.12011	full_name=rotamase CYP 1. rotamase CYP 1. Encodes cytosolic cyclophilin ROC1.
AT1G75490		3828.6	0.27008	0.087293	3.094	0.001975	0.12375	Integrase-type DNA-binding superfamily protein. encodes a member of the DREB subfamily A-2 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are eight members in this subfamily including DREB2A AND DREB2B that are involved in response to drought.
AT5G62300		1204.4	-0.32678	0.10564	-3.0934	0.0019789	0.12375	Ribosomal protein S10p/S20e family protein.
